"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"16479","AT 2016imi","22:08:43.27","+32:50:40.37","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fhe","PS1 - GPC1","","1","1","","19.51","i-Sloan","2016-11-10 06:57:36","PS1_Bot1",""
"16478","AT 2016imh","09:22:17.53","+26:35:28.33","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fhd","PS1 - GPC1","","1","1","","20.55","w-PS1","2016-11-08 14:25:26","PS1_Bot1",""
"16477","AT 2016img","04:29:58.74","+12:29:07.99","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fhf","PS1 - GPC1","","1","1","","18.44","w-PS1","2016-11-24 08:48:28","PS1_Bot1",""
"16476","AT 2016imf","22:58:51.07","-07:29:21.46","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fgi","PS1 - GPC1","","1","1","","20.62","w-PS1","2016-10-25 06:12:57","PS1_Bot1",""
"16475","AT 2016ime","22:46:18.17","-09:33:45.92","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fgh","PS1 - GPC1","","1","1","","21.11","w-PS1","2016-10-25 06:14:24","PS1_Bot1",""
"16474","AT 2016imd","22:42:38.96","-10:16:58.94","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fgg","PS1 - GPC1","","1","1","","20.94","w-PS1","2016-10-25 06:14:24","PS1_Bot1",""
"16473","AT 2016imc","22:22:44.74","-13:15:52.51","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fgf","PS1 - GPC1","","1","1","","21.57","w-PS1","2016-10-25 06:05:45","PS1_Bot1",""
"16472","AT 2016imb","00:36:33.74","+21:56:05.99","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fgm","PS1 - GPC1","","1","1","","20.57","w-PS1","2016-10-25 09:46:04","PS1_Bot1",""
"16471","AT 2016ima","00:28:55.05","+21:15:41.39","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fgl","PS1 - GPC1","","1","1","","21.28","w-PS1","2016-10-25 09:44:38","PS1_Bot1",""
"16470","AT 2016ilz","00:19:18.27","+24:29:32.33","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fgk","PS1 - GPC1","","1","1","","21.62","w-PS1","2016-10-25 09:38:52","PS1_Bot1",""
"16469","AT 2016ily","00:03:09.13","+19:45:36.28","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fgj","PS1 - GPC1","","1","1","","21.1","w-PS1","2016-10-25 09:36:00","PS1_Bot1",""
"16468","AT 2016ilx","09:20:44.48","+26:18:54.16","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fhc","PS1 - GPC1","","1","1","","21.6","w-PS1","2016-11-08 14:25:26","PS1_Bot1",""
"16467","AT 2016ilw","08:17:24.70","+22:52:31.14","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fhb","PS1 - GPC1","","1","1","","20.92","w-PS1","2016-11-08 13:24:57","PS1_Bot1",""
"16466","AT 2016ilv","07:21:49.80","+32:13:03.79","","","","","Pan-STARRS1","","Pan-STARRS1","PS16ffi","PS1 - GPC1","","1","1","","21.65","w-PS1","2016-11-10 12:43:12","PS1_Bot1",""
"16465","AT 2016ilu","21:52:24.71","-13:53:35.08","","","","","Pan-STARRS1","","Pan-STARRS1","PS16ffj","PS1 - GPC1","","1","1","","20.65","w-PS1","2016-10-19 05:45:36","PS1_Bot1",""
"16464","AT 2016ilt","00:02:33.15","+17:23:30.19","","","","","Pan-STARRS1","","Pan-STARRS1","PS16ffk","PS1 - GPC1","","1","1","","20.93","w-PS1","2016-10-25 09:36:00","PS1_Bot1",""
"16461","AT 2016ilq","23:26:43.06","-09:57:46.70","","","","","ATLAS","","ATLAS","ATLAS16dxw","ATLAS1 - ACAM1","","1","1","","18.53","cyan-ATLAS","2016-11-23 06:57:36","ATLAS_Bot1",""
"16458","AT 2016iln","20:22:11.64","+31:49:06.13","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxp","Gaia - Gaia-photometric","","1","1","","18.31","G-Gaia","2016-11-22 16:58:04","Gaia_Bot1",""
"16457","AT 2016ilm","12:51:12.36","+04:51:31.90","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxo","Gaia - Gaia-photometric","","1","1","","17.71","G-Gaia","2016-11-22 12:40:19","Gaia_Bot1",""
"16456","AT 2016ill","12:27:51.17","+01:38:21.80","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxn","Gaia - Gaia-photometric","","1","1","","18.95","G-Gaia","2016-11-22 06:47:31","Gaia_Bot1",""
"16455","AT 2016ilk","16:56:05.34","+32:10:11.82","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxl","Gaia - Gaia-photometric","","1","1","","18.9","G-Gaia","2016-11-22 05:36:57","Gaia_Bot1",""
"16454","AT 2016ilj","00:55:16.32","+12:19:10.99","","","","","GaiaAlerts, Pan-STARRS1","","GaiaAlerts; Pan-STARRS1","Gaia16byz","Gaia - Gaia-photometric, PS1 - GPC1","","1","1","","18.11","G-Gaia","2016-11-27 22:07:40","Gaia_Bot1",""
"16450","SN 2016ilf","02:35:20.63","+35:11:30.20","SN Iax[02cx-like]","0.045","2MASX J02351956+3511426","","TNTS, Pan-STARRS1","TNTS","Pan-STARRS1; TNTS","","BAO-0.6m - BATC, PS1 - GPC1","Lijiang-2.4m - YFOSC","1","1","","18.9","Clear-","2016-11-23 16:47:59","Li",""
"16449","SN 2016ile","04:02:15.47","-32:58:55.30","SN Ia","0.065","","","ATLAS, GaiaAlerts","PESSTO","ATLAS; GaiaAlerts","ATLAS16dxm","ATLAS1 - ACAM1, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.41","orange-ATLAS","2016-11-11 11:41:16","ATLAS_Bot1",""
"16448","AT 2016ild","22:16:02.04","-12:10:55.44","","","","","ATLAS","","ATLAS","ATLAS16dxl","ATLAS1 - ACAM1","","1","1","","18","orange-ATLAS","2016-11-19 05:19:40","ATLAS_Bot1",""
"16447","AT 2016ilc","08:49:31.59","-23:02:38.58","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxk","Gaia - Gaia-photometric","","1","1","","17.56","G-Gaia","2016-11-21 03:36:00","Gaia_Bot1",""
"16446","AT 2016ilb","03:35:24.37","-27:03:03.82","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxj","Gaia - Gaia-photometric","","1","1","","20.64","G-Gaia","2016-11-14 08:58:33","Gaia_Bot1",""
"16445","AT 2016ila","13:32:13.19","+13:53:55.03","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxi","Gaia - Gaia-photometric","","1","1","","18.82","G-Gaia","2016-11-21 08:12:28","Gaia_Bot1",""
"16444","AT 2016ikz","01:14:06.75","-12:45:42.88","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxf","Gaia - Gaia-photometric","","1","1","","17.85","G-Gaia","2016-11-20 21:40:19","Gaia_Bot1",""
"16443","AT 2016iky","20:12:40.03","+25:10:26.47","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxc","Gaia - Gaia-photometric","","1","1","","17.93","G-Gaia","2016-11-20 22:55:12","Gaia_Bot1",""
"16442","AT 2016ikx","20:31:23.97","+25:27:13.72","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bxb","Gaia - Gaia-photometric","","1","1","","18.81","G-Gaia","2016-11-21 10:52:19","Gaia_Bot1",""
"16441","AT 2016ikw","00:41:21.36","+02:34:37.45","","","","","Pan-STARRS1","","Pan-STARRS1","PS16ffg","PS1 - GPC1","","1","1","","20.29","w-PS1","2016-11-21 05:21:07","PS1_Bot1",""
"16440","AT 2016ikv","00:33:00.54","+01:58:49.43","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fff","PS1 - GPC1","","1","1","","19.63","w-PS1","2016-11-21 05:19:40","PS1_Bot1",""
"16439","AT 2016iku","08:43:44.80","+24:05:46.48","","","","","Pan-STARRS1","","Pan-STARRS1","PS16ffc","PS1 - GPC1","","1","1","","19.55","w-PS1","2016-11-08 13:14:52","PS1_Bot1",""
"16438","AT 2016ikt","02:39:48.64","+42:36:42.97","","","","","Pan-STARRS1","","Pan-STARRS1","PS16ffd","PS1 - GPC1","","1","1","","20.67","i-Sloan","2016-11-10 09:00:00","PS1_Bot1",""
"16437","SN 2016iks","23:07:21.53","+02:54:28.22","SN Ia-CSM","0.063","","","GaiaAlerts","PESSTO","GaiaAlerts","Gaia16bxa","Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.64","G-Gaia","2016-11-20 10:12:00","Gaia_Bot1",""
"16403","SN 2016ijk","01:29:04.62","+40:21:49.36","SN Ia","0.053","","","GaiaAlerts","","GaiaAlerts","Gaia16car","Gaia - Gaia-photometric","NOT - ALFOSC","1","1","","18.68","G-Gaia","2016-12-05 22:37:55","Gaia_Bot1",""
"16402","SN 2016ijj","01:55:23.55","+21:17:10.05","SN Ia","0.041","","","ATLAS","Padova-Asiago","ATLAS","ATLAS16dys","ATLAS1 - ACAM1","Ekar - AFOSC","1","1","","18.19","cyan-ATLAS","2016-11-29 08:39:50","ATLAS_Bot1",""
"16398","SN 2016ijf","21:51:46.89","-55:44:17.99","SN Ia","0.032","APMUKS(BJ) B214820.71-555825.5","","ASAS-SN, GaiaAlerts","ASAS-SN","ASAS-SN; GaiaAlerts","ASASSN-16nn","ASASSN-2 - Cassius, Gaia - Gaia-photometric","LCO-duPont - WFCCD","1","1","","16.8","V-Johnson","2016-11-23 03:07:12","Stanek",""
"16397","SN 2016ije","01:58:30.33","+12:55:27.90","SN Ia-91bg-like","0.04","SDSS J015830.25+125528.1","","TNTS","TNTS","TNTS","","BAO-0.6m - BATC","Lijiang-2.4m - YFOSC","1","1","","17.8","Clear-","2016-11-22 17:02:24","Li",""
"16396","AT 2016ijd","01:13:50.99","+13:16:21.50","","","UGC 00774","0.0496","TNTS","","TNTS","","BAO-0.6m - BATC","","1","1","","19","Clear-","2016-11-22 13:55:12","Li",""
"16395","SN 2016ijc","21:25:52.13","-37:24:12.17","SN Ia","","2MASX J21255058-3724071","0.030685","ASAS-SN, GaiaAlerts","ASAS-SN","ASAS-SN; GaiaAlerts","ASASSN-16nm","ASASSN-2 - Cassius, Gaia - Gaia-photometric","LCO-duPont - WFCCD","1","1","","16.7","V-Johnson","2016-11-23 01:55:12","Stanek",""
"16394","AT 2016ijb","01:04:26.81","+02:10:22.91","","","","","","","","","SkyMapper 1.35m - SM-WFCam","","1","1","","19.38","r-SM-SkyMapper","2016-11-05 13:30:21","Möller",""
"16393","SN 2016ija","04:12:07.62","-32:51:10.93","SN II","0.003468","NGC1532","","DLT40, GaiaAlerts","iPTF, LCOGT SN-KP","DLT40; GaiaAlerts","DLT16am","Other - Other, Gaia - Gaia-photometric","P60 - SED-Machine, FTN - FLOYDS-N","1","1","","18.5741","Clear-","2016-11-22 17:05:16","DLT40_bot1",""
"16392","AT 2016iiz","00:08:50.55","+48:50:14.95","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fez","PS1 - GPC1","","1","1","","19.05","i-Sloan","2016-10-13 09:59:02","PS1_Bot1",""
"16391","AT 2016iiy","03:44:51.72","+09:30:07.00","","","","","Pan-STARRS1","","Pan-STARRS1","PS16few","PS1 - GPC1","","1","1","","19.97","w-PS1","2016-10-12 13:58:04","PS1_Bot1",""
"16390","AT 2016iix","20:02:35.90","+63:34:21.34","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fex","PS1 - GPC1","","1","1","","19.88","i-Sloan","2016-10-12 05:21:07","PS1_Bot1",""
"16389","AT 2016iiw","03:28:58.74","+14:25:55.07","","","","","Pan-STARRS1","","Pan-STARRS1","PS16feu","PS1 - GPC1","","1","1","","21.4","w-PS1","2016-10-12 13:50:52","PS1_Bot1",""
"16388","AT 2016iiv","03:33:52.46","+16:25:44.82","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fev","PS1 - GPC1","","1","1","","20.74","w-PS1","2016-10-12 13:52:19","PS1_Bot1",""
"16387","AT 2016iiu","01:29:55.82","+45:25:12.04","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fes","PS1 - GPC1","","1","1","","18.94","i-Sloan","2016-10-12 09:33:07","PS1_Bot1",""
"16386","AT 2016iit","03:22:28.05","+14:25:37.00","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fet","PS1 - GPC1","","1","1","","20.95","w-PS1","2016-10-12 13:50:52","PS1_Bot1",""
"16385","AT 2016iis","22:25:45.52","+34:37:40.54","","","","","Pan-STARRS1","","Pan-STARRS1","PS16feq","PS1 - GPC1","","1","1","","19.79","i-Sloan","2016-10-10 06:10:04","PS1_Bot1",""
"16384","AT 2016iir","02:57:50.09","+03:34:19.42","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fer","PS1 - GPC1","","1","1","","20.14","i-Sloan","2016-10-11 10:07:40","PS1_Bot1",""
"16383","AT 2016iiq","00:46:22.95","+38:34:04.70","","","","","Pan-STARRS1","","Pan-STARRS1","PS16ffa","PS1 - GPC1","","1","1","","20.05","i-Sloan","2016-10-13 08:31:12","PS1_Bot1",""
"16382","AT 2016iip","04:35:22.67","+20:07:40.75","","","","","Pan-STARRS1","","Pan-STARRS1","PS16ffb","PS1 - GPC1","","1","1","","19.95","i-Sloan","2016-10-13 11:28:19","PS1_Bot1",""
"16381","AT 2016iio","06:30:00.90","-26:47:03.80","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwz","Gaia - Gaia-photometric","","1","1","","19.72","G-Gaia","2016-10-24 02:25:26","Gaia_Bot1",""
"16380","AT 2016iin","17:32:54.95","-15:24:45.32","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwx","Gaia - Gaia-photometric","","1","1","","18.14","G-Gaia","2016-10-31 16:39:21","Gaia_Bot1",""
"16379","AT 2016iim","16:36:33.12","+39:33:13.14","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bww","Gaia - Gaia-photometric","","1","1","","15.31","G-Gaia","2016-11-01 07:24:57","Gaia_Bot1",""
"16378","AT 2016iil","03:33:33.21","-62:33:15.44","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwv","Gaia - Gaia-photometric","","1","1","","17.1","G-Gaia","2016-11-01 09:08:38","Gaia_Bot1",""
"16377","AT 2016iik","06:50:33.68","+63:09:24.41","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwu","Gaia - Gaia-photometric","","1","1","","18.82","G-Gaia","2016-10-31 18:59:02","Gaia_Bot1",""
"16376","AT 2016iij","00:59:28.81","+39:58:29.95","","","","","Pan-STARRS1","","Pan-STARRS1","PS16feo","PS1 - GPC1","","1","1","","20.44","i-Sloan","2016-10-10 08:41:16","PS1_Bot1",""
"16375","AT 2016iii","01:31:08.26","+34:31:03.20","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fep","PS1 - GPC1","","1","1","","19.43","i-Sloan","2016-10-10 08:51:21","PS1_Bot1",""
"16374","AT 2016iih","00:44:47.21","+27:47:34.07","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fen","PS1 - GPC1","","1","1","","20.92","i-Sloan","2016-10-10 08:03:50","PS1_Bot1",""
"16373","AT 2016iig","00:20:16.87","-15:44:26.87","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fek","PS1 - GPC1","","1","1","","20.56","i-Sloan","2016-10-09 09:43:12","PS1_Bot1",""
"16372","AT 2016iif","23:57:41.70","-23:57:25.19","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fel","PS1 - GPC1","","1","1","","19.59","i-Sloan","2016-10-09 09:46:04","PS1_Bot1",""
"16371","AT 2016iie","08:43:42.31","-26:56:32.72","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fej","PS1 - GPC1","","1","1","","19.18","i-Sloan","2016-11-19 14:31:12","PS1_Bot1",""
"16370","AT 2016iid","08:30:14.52","-29:23:14.42","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fei","PS1 - GPC1","","1","1","","17.39","i-Sloan","2016-11-19 14:28:19","PS1_Bot1",""
"16369","AT 2016iic","03:15:11.59","-09:25:53.79","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fef","PS1 - GPC1","","1","1","","19.27","i-Sloan","2016-11-19 09:24:28","PS1_Bot1",""
"16368","AT 2016iib","03:27:26.61","-14:47:51.02","","","","","Pan-STARRS1","","Pan-STARRS1","PS16feg","PS1 - GPC1","","1","1","","18.62","i-Sloan","2016-11-19 09:27:21","PS1_Bot1",""
"16367","AT 2016iia","17:59:19.60","+27:20:35.56","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bws","Gaia - Gaia-photometric","","1","1","","17.58","G-Gaia","2016-11-19 17:21:07","Gaia_Bot1",""
"16366","AT 2016ihz","10:31:50.91","-04:16:12.58","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwr","Gaia - Gaia-photometric","","1","1","","17.63","G-Gaia","2016-11-19 15:01:26","Gaia_Bot1",""
"16365","AT 2016ihy","00:31:57.04","-11:01:06.82","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwq","Gaia - Gaia-photometric","","1","1","","18.87","G-Gaia","2016-11-19 15:48:57","Gaia_Bot1",""
"16364","AT 2016ihx","21:04:55.43","+14:33:38.34","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwp","Gaia - Gaia-photometric","","1","1","","18.8","G-Gaia","2016-11-19 16:40:47","Gaia_Bot1",""
"16363","AT 2016ihw","23:01:07.99","-01:58:04.55","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwn","Gaia - Gaia-photometric","","1","1","","17.17","G-Gaia","2016-11-19 04:10:33","Gaia_Bot1",""
"16362","AT 2016ihv","18:27:02.62","+23:19:55.31","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwm","Gaia - Gaia-photometric","","1","1","","16.73","G-Gaia","2016-11-18 17:13:55","Gaia_Bot1",""
"16361","AT 2016ihu","18:33:21.60","+24:16:25.07","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwl","Gaia - Gaia-photometric","","1","1","","18.56","G-Gaia","2016-11-19 01:00:28","Gaia_Bot1",""
"16360","AT 2016iht","18:45:01.85","+23:21:15.44","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwk","Gaia - Gaia-photometric","","1","1","","18.86","G-Gaia","2016-11-18 23:11:02","Gaia_Bot1",""
"16359","AT 2016ihs","19:12:38.40","+22:41:52.76","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwj","Gaia - Gaia-photometric","","1","1","","18.72","G-Gaia","2016-11-19 05:05:16","Gaia_Bot1",""
"16358","AT 2016ihr","19:06:10.85","+18:27:37.15","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwh","Gaia - Gaia-photometric","","1","1","","18.75","G-Gaia","2016-11-17 23:03:50","Gaia_Bot1",""
"16357","AT 2016ihq","19:51:11.31","+12:25:56.93","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwg","Gaia - Gaia-photometric","","1","1","","18.91","G-Gaia","2016-11-17 10:52:19","Gaia_Bot1",""
"16356","AT 2016ihp","12:31:32.18","+15:37:07.36","","","","","GaiaAlerts, Pan-STARRS1","","GaiaAlerts; Pan-STARRS1","Gaia16bwf","Gaia - Gaia-photometric, PS1 - GPC1","","1","1","","18.99","G-Gaia","2016-11-18 06:36:00","Gaia_Bot1",""
"16355","AT 2016iho","20:21:28.65","+09:41:06.61","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwe","Gaia - Gaia-photometric","","1","1","","18.99","G-Gaia","2016-11-17 10:45:07","Gaia_Bot1",""
"16354","AT 2016ihn","20:04:57.06","+13:24:53.39","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwd","Gaia - Gaia-photometric","","1","1","","18.53","G-Gaia","2016-11-17 22:49:26","Gaia_Bot1",""
"16353","AT 2016ihm","03:01:21.50","+38:32:17.94","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fec","PS1 - GPC1","","1","1","","19.07","i-Sloan","2016-11-10 08:57:07","PS1_Bot1",""
"16352","AT 2016ihl","23:03:58.23","-30:13:39.53","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fed","PS1 - GPC1","","1","1","","20.44","i-Sloan","2016-10-19 07:01:55","PS1_Bot1",""
"16351","AT 2016ihk","08:25:07.46","+23:14:02.59","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fee","PS1 - GPC1","","1","1","","21.31","w-PS1","2016-11-08 13:09:07","PS1_Bot1",""
"16350","AT 2016ihj","00:55:30.06","-25:16:01.96","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwc","Gaia - Gaia-photometric","","1","1","","19.36","G-Gaia","2016-11-15 15:34:33","Gaia_Bot1",""
"16349","AT 2016ihi","18:38:08.78","+17:36:42.41","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bwa","Gaia - Gaia-photometric","","1","1","","18.82","G-Gaia","2016-11-16 23:08:09","Gaia_Bot1",""
"16348","AT 2016ihh","20:00:08.41","+10:41:25.62","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bvz","Gaia - Gaia-photometric","","1","1","","18.15","G-Gaia","2016-11-17 04:49:26","Gaia_Bot1",""
"16347","AT 2016ihg","10:05:13.07","+04:09:56.34","","","","","GaiaAlerts, Pan-STARRS1","","GaiaAlerts; Pan-STARRS1","Gaia16bvy","Gaia - Gaia-photometric, PS1 - GPC1","","1","1","","18.09","G-Gaia","2016-11-17 03:02:52","Gaia_Bot1",""
"16346","AT 2016ihf","05:51:14.23","-21:26:45.13","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bvx","Gaia - Gaia-photometric","","1","1","","18.52","G-Gaia","2016-11-16 22:16:19","Gaia_Bot1",""
"16345","AT 2016ihe","00:54:55.32","-20:57:48.28","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bvw","Gaia - Gaia-photometric","","1","1","","18.97","G-Gaia","2016-11-17 03:37:26","Gaia_Bot1",""
"16344","AT 2016ihd","13:25:26.82","+22:17:48.23","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bvv","Gaia - Gaia-photometric","","1","1","","18.76","G-Gaia","2016-11-17 06:20:09","Gaia_Bot1",""
"16343","AT 2016ihc","14:39:16.38","+25:41:58.13","","","","","GaiaAlerts","","GaiaAlerts","Gaia16bvu","Gaia - Gaia-photometric","","1","1","","17.93","G-Gaia","2016-11-16 18:01:26","Gaia_Bot1",""
"16342","AT 2016ihb","23:24:34.40","+06:49:17.52","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdy","PS1 - GPC1","","1","1","","20.6","w-PS1","2016-11-18 06:15:50","PS1_Bot1",""
"16341","AT 2016iha","23:34:52.23","+03:28:17.26","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdz","PS1 - GPC1","","1","1","","20.61","w-PS1","2016-11-18 06:18:43","PS1_Bot1",""
"16340","AT 2016igz","22:48:07.25","+01:37:52.48","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdw","PS1 - GPC1","","1","1","","18.93","w-PS1","2016-11-18 05:05:16","PS1_Bot1",""
"16339","AT 2016igy","22:50:02.72","+01:02:40.65","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdx","PS1 - GPC1","","1","1","","20.73","w-PS1","2016-11-18 05:05:16","PS1_Bot1",""
"16338","AT 2016igx","22:22:47.67","+01:07:30.66","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdu","PS1 - GPC1","","1","1","","19.88","w-PS1","2016-11-18 05:02:24","PS1_Bot1",""
"16337","AT 2016igw","22:43:28.85","+00:52:47.31","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdv","PS1 - GPC1","","1","1","","21.09","w-PS1","2016-11-18 05:03:50","PS1_Bot1",""
"16336","AT 2016igv","01:09:33.62","-05:07:39.11","","","","","Pan-STARRS1, GaiaAlerts","","GaiaAlerts; Pan-STARRS1","PS16fds","PS1 - GPC1, Gaia - Gaia-photometric","","1","1","","18.94","i-Sloan","2016-11-18 08:38:24","PS1_Bot1",""
"16335","AT 2016igu","01:21:19.28","-07:50:54.71","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdt","PS1 - GPC1","","1","1","","19.33","i-Sloan","2016-11-18 08:44:09","PS1_Bot1",""
"16334","AT 2016igt","01:09:04.78","-08:32:24.99","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdr","PS1 - GPC1","","1","1","","19.31","i-Sloan","2016-11-18 08:39:50","PS1_Bot1",""
"16333","AT 2016igs","00:57:31.11","-14:21:19.87","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdo","PS1 - GPC1","","1","1","","19.41","i-Sloan","2016-11-18 07:42:14","PS1_Bot1",""
"16332","AT 2016igr","01:03:26.69","-04:52:39.43","","","","","Pan-STARRS1, GaiaAlerts","","GaiaAlerts; Pan-STARRS1","PS16fdp","PS1 - GPC1, Gaia - Gaia-photometric","","1","1","","18.8","i-Sloan","2016-11-18 08:38:24","PS1_Bot1",""
"16331","AT 2016igq","07:18:53.66","+32:54:52.79","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdm","PS1 - GPC1","","1","1","","21.06","w-PS1","2016-11-10 12:43:12","PS1_Bot1",""
"16330","AT 2016igp","07:37:53.16","+25:12:37.54","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdn","PS1 - GPC1","","1","1","","20.58","w-PS1","2016-11-10 12:51:50","PS1_Bot1",""
"16329","AT 2016igo","07:12:14.52","+26:56:08.50","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdk","PS1 - GPC1","","1","1","","20.73","w-PS1","2016-11-10 12:40:19","PS1_Bot1",""
"16328","AT 2016ign","07:14:15.68","+25:44:54.49","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdl","PS1 - GPC1","","1","1","","20.3","w-PS1","2016-11-10 12:40:19","PS1_Bot1",""
"16327","AT 2016igm","08:24:49.38","+24:48:27.20","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdi","PS1 - GPC1","","1","1","","20.04","w-PS1","2016-11-08 13:07:40","PS1_Bot1",""
"16326","AT 2016igl","02:22:34.57","+16:57:02.53","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdg","PS1 - GPC1","","1","1","","21.11","w-PS1","2016-10-25 12:08:38","PS1_Bot1",""
"16325","AT 2016igk","02:34:30.41","+18:57:00.64","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fdh","PS1 - GPC1","","1","1","","21.08","w-PS1","2016-10-25 12:10:04","PS1_Bot1",""
"16324","AT 2016igj","23:47:02.97","+06:12:54.47","","","","","Pan-STARRS1","","Pan-STARRS1","PS16feb","PS1 - GPC1","","1","1","","20.72","w-PS1","2016-11-18 06:20:09","PS1_Bot1",""
"16323","AT 2016igi","23:37:25.49","+04:35:22.54","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fea","PS1 - GPC1","","1","1","","20.55","w-PS1","2016-11-18 06:18:43","PS1_Bot1",""
"16322","AT 2016igh","06:13:52.25","+84:26:36.95","","","","","Pan-STARRS1","","Pan-STARRS1","PS16fck","PS1 - GPC1","","1","1","","19.46","i-Sloan","2016-11-13 11:51:21","PS1_Bot1",""
